id,workflow_level_id,assignment_type,team_id,role_id,user_id,created_at
9b14d8c0-a8af-49a1-96d9-ef5d2bd35ec4,0e990b2f-d83d-4bf1-b266-fbd6cd1551fa,USER,,,5fb03ae9-c8af-4d83-8402-735ef52c0ddd,2026-06-09 17:16:36.382671+05:30
fb9134cb-8642-45b4-8730-1005fc924522,9c638299-bd0c-44f7-9755-f42afef01417,USER,,,bbd8d12a-eb56-4881-9b97-0e312cb98ebe,2026-06-09 17:16:36.712431+05:30
7020a02d-4960-4f46-823a-b48c560fa1f6,832cee8b-42c2-4ed7-847d-5a64dc154d3a,USER,,,ac1ceeb5-c615-4043-af44-853e5c3f3743,2026-06-10 10:38:36.654796+05:30
9e8078a1-c175-4ec0-81cf-fa23a88a1ed8,18a155f2-32f2-491e-ae02-7eb3f55b1862,USER,,,effd793f-4afa-402e-82ae-ca237e9749f9,2026-06-10 10:38:36.789200+05:30
